confidence,isReliable,language,text
0.98046875,FALSE,zh-CN,Zhou
0.98828125,FALSE,en,Stephenson
0.762801051139832,FALSE,ca,Bofill Rodriguez
1,FALSE,ro,Trifan
1,FALSE,ar,Alnajada
0.812727749347687,FALSE,eu,Alagoz
0.577308773994446,FALSE,en,Meckiff
1,FALSE,ceb,Sangtani
0.331437289714813,FALSE,en,Adiguzel
0.962278246879578,FALSE,jw,Sunggoro
0.578125,FALSE,ar,Hu
0.272727280855179,FALSE,es,Casa
0.937743186950684,FALSE,it,Villani
0.44140625,FALSE,tl,Ruel
1,FALSE,en,Muhlenbach
1,FALSE,en,Wykoff
0.383687883615494,FALSE,pt,De Boni
1,FALSE,en,Yaakov
0.525691688060761,FALSE,en,Khursheed
0.63430255651474,FALSE,it,Rabagliati
1,FALSE,pt,de Oliveira
0.435358732938767,FALSE,nl,Oevreeide
0.636363625526428,FALSE,en,Sachs
1,FALSE,tr,OZDEMIR DENIZ
0.925490200519562,FALSE,en,McCarthy
1,FALSE,su,Nuhn
1,FALSE,tr,Temiz
0.98828125,FALSE,en,Hesketh
0.792156875133514,FALSE,en,Cohen
0.779922783374786,FALSE,en,Carmel
0.888451814651489,FALSE,en,Benneyworth
0.349445730447769,FALSE,en,Pakhchanian
0.489232659339905,FALSE,gd,Alhudhaif
0.488331437110901,FALSE,id,Nurkhamidah
1,FALSE,en,Roebuck
0.625620722770691,FALSE,fr,Lefevre
0.656662523746491,FALSE,hi,Yadalam
0.9296875,FALSE,tr,Aksu
1,FALSE,ar,Moshref Razavi
0.80859375,FALSE,en,Chen
1,FALSE,en,Broughel
0.94140625,FALSE,it,Casali
0.78125,FALSE,it,Giraudo
0.394669264554977,FALSE,ar,AlAzmi
1,FALSE,zh-CN,Zheng
0.574803173542023,FALSE,en,Verma
0.609375,FALSE,tr,Genc
1,FALSE,sk,Tovani-Palone
0.616543471813202,FALSE,de,Ahlfeld
0.83984375,FALSE,en,Richards
0.8203125,FALSE,rw,Bhowmick
0.465116292238236,FALSE,la,Sese
0.517882645130158,FALSE,fr,Graier
1,FALSE,kn,Hardika
0.98828125,FALSE,ro,Constantinescu
0.80859375,FALSE,pt,Ferreira
0.350194543600082,FALSE,en,Menon
0.8515625,FALSE,tr,Akdemir
0.921875,FALSE,en,Sansom
0.158469781279564,FALSE,sv,da Silva
0.633204698562622,FALSE,es,Rouco
0.328788250684738,FALSE,en,Niroomand
0.306201547384262,FALSE,en,Kaur
0.940610110759735,FALSE,pl,Baczek
0.375494062900543,FALSE,en,shah
0.333333343267441,FALSE,es,Tan
0.877952754497528,FALSE,en,Jefferson
0.505928874015808,FALSE,en,Oliver
0.838461518287659,FALSE,en,Ross
0.368217051029205,FALSE,fi,Sen
0.91730785369873,FALSE,es,Cadavid
0.507751941680908,FALSE,hi,Ravindra
0.98046875,FALSE,zh-CN,Zhao
0.98828125,FALSE,en,Valenca
0.9609375,FALSE,zh-CN,Wang
0.831372559070587,FALSE,fi,Hartikainen
0.536964952945709,FALSE,en,Jha
1,FALSE,yo,Durojaye
0.244000002741814,FALSE,en,Kumar
1,FALSE,zh-CN,Cheng
0.96875,FALSE,ht,Louwe
0.646358728408814,FALSE,fr,Emilie Clarisse
0.51953125,FALSE,en,Desai
0.906614780426025,FALSE,en,Joshi
0.828125,FALSE,en,Vepa
0.875486373901367,FALSE,en,Morris
1,FALSE,co,Michelozzi
0.797041893005371,FALSE,no,Plassart
0.8984375,FALSE,en,Carleton
0.831372559070587,FALSE,es,Restrepo
1,FALSE,en,Bergstrom
1,FALSE,ar,AlKetbi
0.9296875,FALSE,zh-CN,Zha
0.846361517906189,FALSE,es,Baeza-Martinez
0.405405402183533,FALSE,en,Holland
0.94921875,FALSE,en,Selby
1,FALSE,en,Radde-Antweiler
0.437984496355057,FALSE,en,Lee
1,FALSE,ny,Adongo
0.833333313465118,FALSE,en,Doherty
0.601990699768066,FALSE,pt,Araujo
0.8515625,FALSE,hi,Rakshit
1,FALSE,zh-CN,Zhong
0.713725507259369,FALSE,pt,Pereira
0.94921875,FALSE,en,Bertrams
1,FALSE,pt,Medeiros
0.280266135931015,FALSE,zu,Alakunle
0.94921875,FALSE,pt,Piovesan
0.963221609592438,FALSE,it,Pontalti Monari
0.333333343267441,FALSE,es,Tan
0.486915022134781,FALSE,bg,GRUSLOVA
0.207762852311134,FALSE,pt,Farfan-Castro
0.98046875,FALSE,zh-CN,Yuan
0.9296875,FALSE,en,Stearns
1,FALSE,en,Desborough
0.560784339904785,FALSE,en,Sinha
0.55078125,FALSE,en,Chaudhury
0.948238968849182,FALSE,es,Ferrando-Vivas
0.640643894672394,FALSE,id,A Nuzul
0.852713167667389,FALSE,it,Pelle
0.96875,FALSE,en,Sakuraba
0.833333313465118,FALSE,en,Doherty
0.421875,FALSE,hi,Purohit
0.369649797677994,FALSE,en,Pan
1,FALSE,ht,Krout
0.569230794906616,FALSE,pt,Santos
1,FALSE,da,Dalager-Pedersen
1,FALSE,lt,Vainieri
1,FALSE,en,Wise
0.694803059101105,FALSE,es,Macias
0.96875,FALSE,en,Zhang
0.9609375,FALSE,zh-CN,Wang
0.832709193229675,FALSE,en,Alavi-moghaddam
0.351925909519196,FALSE,hi,Thampanya
0.98046875,FALSE,en,Pick
1,FALSE,en,Shaffer
0.755905508995056,FALSE,en,Jacobson
1,FALSE,en,Rendall
0.96875,FALSE,en,Zhang
0.182587340474129,FALSE,en,Guelimi
0.80859375,FALSE,en,Chen
0.498054474592209,FALSE,ht,Sim
0.755743324756622,FALSE,ru,Лавренюк
0.710728585720062,FALSE,pl,Bietry
0.773046672344208,FALSE,pt,Vieira-Meyer
0.51953125,FALSE,fr,Brest
0.308233678340912,FALSE,hi,Elsabbagh
0.836575865745544,FALSE,pt,Longo
0.73046875,FALSE,lv,Lai
0.640625,FALSE,en,Lazarus
0.698034882545471,FALSE,en,Thepchalerm
0.833268463611603,FALSE,nl,van Dam
0.694117665290833,FALSE,de,Stange
0.451370000839233,FALSE,jw,Mfeukeu-Kuate
0.828125,FALSE,id,Masih
1,FALSE,zh-CN,Wei
0.583011627197266,FALSE,bs,Todorovic
0.58984375,FALSE,en,Rodriguez
1,FALSE,tr,Kayim Yildiz
1,FALSE,sv,Kronvall
0.96875,FALSE,en,Feng
1,FALSE,en,ALTINSOY
0.484252035617828,FALSE,en,Gomez
0.414493978023529,FALSE,lv,Dambricourt
0.91015625,FALSE,de,Scheibner
0.925490200519562,FALSE,en,Cunningham
0.785166800022125,FALSE,en,Wengenack
1,FALSE,pt,Ferracini
1,FALSE,en,Happle
0.618537127971649,FALSE,en,Brunet-Jailly
0.6138995885849,FALSE,nl,Langer
0.98828125,FALSE,it,Zangrillo
1,FALSE,kn,Chandrappa
0.408346056938171,FALSE,en,Mimkes
0.262506127357483,FALSE,gd,Rghioui
0.94921875,FALSE,sv,Bitar
0.958617091178894,FALSE,en,Vargas-Buratovic
1,FALSE,tr,Deniz Safak
0.443137258291245,FALSE,da,Christiansen
1,FALSE,ar,Fattahi
0.671129584312439,FALSE,de,Furner
0.297297328710556,FALSE,en,Gallus
0.662745118141174,FALSE,en,Webb
1,FALSE,pt,Ana Manoela Primo dos Santos Soares
0.94140625,FALSE,it,Morrone
0.66015625,FALSE,it,Pacifico
0.62890625,FALSE,pt,Clementino
0.87890625,FALSE,de,Brucker
1,FALSE,it,Brivio
0.941860437393188,FALSE,en,Jorgensen
0.96875,FALSE,en,Harrington
1,FALSE,de,Fahrenhold
1,FALSE,rw,Yarahuaman Mora
0.498054474592209,FALSE,en,Ran
0.886731445789337,FALSE,id,Sriwijitalai
0.830039501190186,FALSE,en,Hassan
0.855756640434265,FALSE,es,Perez-Cano
0.58984375,FALSE,en,Rodriguez
0.80859375,FALSE,ar,Shahid
0.46875,FALSE,sv,Binda
0.604651153087616,FALSE,eo,Marill
0.722230792045593,FALSE,en,Stock-Martineau
0.687461316585541,FALSE,ca,Alviar
1,FALSE,tl,Sunori
1,FALSE,sl,Stajic
0.98828125,FALSE,zh-CN,Yu
0.479011237621307,FALSE,hi,Mallhi
0.8984375,FALSE,en,Davis
0.948818922042847,FALSE,en,Majumdar
0.366795390844345,FALSE,es,Fernando
0.603921592235565,FALSE,pt,Santana
1,FALSE,ceb,Budlayan
0.9609375,FALSE,hu,Amit
0.890625,FALSE,fi,Ison
0.459143966436386,FALSE,fr,Khadir
0.87109375,FALSE,vi,Chong
1,FALSE,en,Nyatanga
0.436293452978134,FALSE,id,Mitra
0.96875,FALSE,zh-CN,Hui
0.9609375,FALSE,zh-CN,Wang
0.880308866500855,FALSE,vi,Rao
0.753107070922852,FALSE,af,Gagiannis
0.578125,FALSE,ar,Hu
0.552941203117371,FALSE,es,Robles
1,FALSE,cy,Arceda
0.861578345298767,FALSE,es,Fernandez-Villaverde
0.859375,FALSE,en,Kelman
0.87109375,FALSE,en,Bhattacharya
1,FALSE,en,Evenett
1,FALSE,zh-CN,刘
0.76953125,FALSE,en,Blanchard
0.53125,FALSE,bg,Krasota
1,FALSE,mg,Iravani
0.988895177841187,FALSE,de,Erlichster
0.801456809043884,FALSE,en,Wulfemeyer
0.506922602653503,FALSE,ar,Ramadhanty
0.585271298885346,FALSE,de,Brandes
0.591032326221466,FALSE,bg,Rozhnov
0.44140625,FALSE,en,Khan
0.75,FALSE,en,Guarracino
1,FALSE,no,Sturley
0.9296875,FALSE,tr,Evli
0.98046875,FALSE,zh-CN,Wu
1,FALSE,ca,Lopez-Borrull
0.396633327007294,FALSE,en,Lonnemann
0.949806988239288,FALSE,fi,Lupien
0.762107849121094,FALSE,jw,Nehara
0.401574790477753,FALSE,cs,Albu
0.831372559070587,FALSE,en,Administration
1,FALSE,nl,Olufadewa
0.69140625,FALSE,en,Jayaratne
1,FALSE,en,Tsoi
0.665354371070862,FALSE,en,Kaplan
0.9609375,FALSE,zh-CN,Wang
0.1796875,FALSE,fi,Raju
0.708171188831329,FALSE,de,Wieland
0.4609375,FALSE,pt,Flor
0.19066147506237,FALSE,es,Han
0.905511856079102,FALSE,ku,Ye
0.2109375,FALSE,it,Rosa
1,FALSE,pt,de Carvalho Filho
0.26070037484169,FALSE,ar,Ma
1,FALSE,es,Lazaro Del Campo
0.688715934753418,FALSE,es,Calenda
0.94921875,FALSE,en,Horton
0.98828125,FALSE,ja,Yoshimoto
0.978834092617035,FALSE,en,Goddard
0.398865073919296,FALSE,de,Kurland
0.5390625,FALSE,en,Garg
0.51171875,FALSE,ro,Hagiu
0.900607407093048,FALSE,id,Bachtiger
0.98046875,FALSE,tr,Ermenek
0.791977763175964,FALSE,en,Werremeyer
0.318424224853516,FALSE,en,Capraz
0.834156692028046,FALSE,el,Lavrenteva
0.725099563598633,FALSE,en,Jacobs
0.384920626878738,FALSE,sv,Lund
0.930816650390625,FALSE,es,Mercado Velazquez
0.389105051755905,FALSE,tr,Duran
0.821416795253754,FALSE,es,Parra-Medina
0.540640473365784,FALSE,mi,Mbae
1,FALSE,mg,Dahy
0.334615379571915,FALSE,pt,Gaspar
0.838461518287659,FALSE,en,Ross
0.541176438331604,FALSE,en,Velazquez
0.44488188624382,FALSE,en,Singh
0.624652624130249,FALSE,hi,Karelits
1,FALSE,co,Capitanescu Benetti
1,FALSE,id,Sihombing
0.515748083591461,FALSE,es,Gallina
0.324024677276611,FALSE,id,Pegoda
0.44140625,FALSE,en,Acharya
0.55859375,FALSE,en,Zimmerman
0.814960718154907,FALSE,en,Roberts
0.474729478359222,FALSE,uz,Elyassi
0.949806988239288,FALSE,tr,Tutar
0.400000005960465,FALSE,en,Antwi
1,FALSE,zh-CN,de Seze
1,FALSE,de,Theken
1,FALSE,ru,Molodecky
0.941037833690643,FALSE,hi,Nishtala
0.338521391153336,FALSE,ru,Antonov
0.5390625,FALSE,en,Khosravi
0.543787598609924,FALSE,ha,Sahraian
0.8203125,FALSE,fr,Duverne
0.69921875,FALSE,en,OECD
0.420233458280563,FALSE,en,Ip
0.98046875,FALSE,zh-CN,Wu
0.867704272270203,FALSE,tr,Kalafat
0.882352948188782,FALSE,pt,Cardoso
1,FALSE,en,Gurparsad Singh
1,FALSE,fi,Palvia
0.94921875,FALSE,en,Shay
0.91372549533844,FALSE,en,Stratford
0.8515625,FALSE,ha,Sharfuddin
0.176311954855919,FALSE,it,Bodini
0.582185208797455,FALSE,en,Mikulak-Klucznik
0.580392181873322,FALSE,id,Maulana
0.972288191318512,FALSE,su,Rambay Ayala
0.747081696987152,FALSE,en,Pathan
0.83984375,FALSE,vi,Chng
1,FALSE,en,Blache
0.83984375,FALSE,de,Knopf
0.9296875,FALSE,en,Gross
1,FALSE,zh-CN,Qiu
0.98046875,FALSE,en,Bird
0.968503952026367,FALSE,en,Finlay
0.44921875,FALSE,en,Lorenz
1,FALSE,sl,Jakopin
0.328125,FALSE,nl,Kost
1,FALSE,so,Abdillahi
0.494071155786514,FALSE,mr,Popat
0.441190242767334,FALSE,it,Coricello
1,FALSE,zh-CN,Zhong
0.852713167667389,FALSE,tl,Yan
1,FALSE,el,Stavrou
1,FALSE,en,Pretti
0.968503952026367,FALSE,en,Tsang
0.687747061252594,FALSE,so,Faiza
0.259497493505478,FALSE,id,Sergunin
1,FALSE,af,Ramphul
0.752895832061768,FALSE,en,Jackson
0.62109375,FALSE,en,Bharti
0.359375,FALSE,es,Rodero
0.921875,FALSE,it,Annunziata
1,FALSE,en,Uludag
0.464566975831986,FALSE,es,Soga
0.58984375,FALSE,en,Kapoor
1,FALSE,en,Osgerby
0.341176480054855,FALSE,sw,Bashiri
0.8203125,FALSE,en,Cvetkovic
0.5703125,FALSE,en,Song
0.326848238706589,FALSE,en,Rahman
0.91015625,FALSE,pt,Macedo
0.83984375,FALSE,en,Doss
0.436293512582779,FALSE,en,Schneider
0.598250150680542,FALSE,hi,Yusandra
1,FALSE,fi,Valko
1,FALSE,en,Hornbuckle
0.272727280855179,FALSE,mr,Mahajan
0.525691688060761,FALSE,da,Hosseini
1,FALSE,fa,حجازی
0.96875,FALSE,vi,Chung
0.933554887771606,FALSE,en,PEIFFER-SMADJA
0.8203125,FALSE,en,Butler
1,FALSE,de,Ehlert
1,FALSE,zh-CN,Cheng
0.985336482524872,FALSE,de,Zeidler
0.369649797677994,FALSE,rw,Ngo
0.839220941066742,FALSE,tk,Gahraman Hagverdiyev
0.214579120278358,FALSE,da,Vorenkamp
1,FALSE,en,Vasiliadis
0.48828125,FALSE,it,Crisci
0.918008387088776,FALSE,hi,Moraco
0.94921875,FALSE,tr,Ayhan
0.8984375,FALSE,it,Costantini
1,FALSE,ro,Marin-Pantelescu
0.84337854385376,FALSE,id,Gumenyuk
0.74117648601532,FALSE,en,Cure
0.69921875,FALSE,en,Peters
1,FALSE,ta,Uvais
1,FALSE,en,Kozicki
0.450980395078659,FALSE,bs,Radic
0.848249018192291,FALSE,en,Hashemi
0.514005124568939,FALSE,ar,Hassan-Smith
0.98828125,FALSE,zh-CN,Yu
0.631372511386871,FALSE,en,Schilling
0.833434045314789,FALSE,pt,Obrisca
0.6796875,FALSE,id,Yang
0.74117648601532,FALSE,en,Hamilton
0.96875,FALSE,en,Zhang
1,FALSE,id,Situmorang
1,FALSE,en,Whitmeyer
0.8203125,FALSE,de,Hosen
0.3984375,FALSE,en,Alvarez
1,FALSE,it,Giacobbo
1,FALSE,ar,Mostafaeipour
0.443596661090851,FALSE,bg,Sramkova
0.462085694074631,FALSE,hi,Yanamadala
0.389105051755905,FALSE,it,Santi
1,FALSE,zh-CN,Zhong
1,FALSE,so,Matoori
0.80859375,FALSE,zh-CN,Lu
0.9609375,FALSE,zh-CN,Wang
1,FALSE,ja,晴一
0.890625,FALSE,en,Mohapatra
0.584980189800263,FALSE,tl,Kang
0.956692934036255,FALSE,en,Barnes
0.753043651580811,FALSE,ru,Shaterian
1,FALSE,en,Friston
0.62890625,FALSE,rw,Borah
0.878322899341583,FALSE,es,de Vera
0.98828125,FALSE,de,Patzer
1,FALSE,zh-CN,Zhai
0.491713643074036,FALSE,co,BERTUCCIOLI
0.544401586055756,FALSE,en,Hermes
0.91015625,FALSE,en,Smith
0.952741265296936,FALSE,id,Safitri
0.841698884963989,FALSE,en,Knight
0.503937005996704,FALSE,sl,Kar
1,FALSE,en,Kemmler
0.6796875,FALSE,it,Celli
0.578125,FALSE,ar,Hu
0.348837196826935,FALSE,ja,Ho
1,FALSE,zh-CN,Jiang
1,FALSE,en,Blease
0.614173233509064,FALSE,es,Paredes
0.548638105392456,FALSE,sl,Kovac
0.62890625,FALSE,pt,Silva
0.876923084259033,FALSE,en,Graham
0.368217051029205,FALSE,fi,Sen
1,FALSE,es,Hago
0.599221765995026,FALSE,en,Frank
0.337209284305573,FALSE,ku,Li
1,FALSE,zh-CN,Guo
0.797665357589722,FALSE,en,Jones
0.428015559911728,FALSE,en,Carmona
0.525691688060761,FALSE,fr,Ameur
0.486166000366211,FALSE,ms,Mak
1,FALSE,fi,Sukula
1,FALSE,it,Criscuolo
0.701960802078247,FALSE,en,- Lie
0.98828125,FALSE,en,Butt
